region_index,region_label,time,speed_kmh,free_flow_speed_kmh,congestion_level_pct,travel_time_per_10km_min
0,Bronx County,2025-01-17T23:00,37.4,42.4,13.4,16
0,Bronx County,2025-01-18T00:00,38.9,42.7,9.6,15.4
0,Bronx County,2025-01-18T01:00,38.2,41.3,8,15.6
0,Bronx County,2025-01-18T02:00,38.9,41.3,6.1,15.3
0,Bronx County,2025-01-18T03:00,40.5,42.4,4.6,14.8
0,Bronx County,2025-01-18T04:00,42.8,44.5,3.8,13.9
0,Bronx County,2025-01-18T05:00,46,48,4.4,13
0,Bronx County,2025-01-18T06:00,46.1,48.8,5.8,13
0,Bronx County,2025-01-18T07:00,44.2,47.8,8.2,13.5
0,Bronx County,2025-01-18T08:00,43.1,48,11.4,13.9
0,Bronx County,2025-01-18T09:00,40.1,47.1,17.4,14.9
0,Bronx County,2025-01-18T10:00,38.9,47.1,21.1,15.3
0,Bronx County,2025-01-18T11:00,36,46.6,29.4,16.6
0,Bronx County,2025-01-18T12:00,33.8,45.8,35.6,17.7
0,Bronx County,2025-01-18T13:00,31.8,44.5,40.1,18.8
0,Bronx County,2025-01-18T14:00,29.3,44,49.9,20.4
0,Bronx County,2025-01-18T15:00,28.1,43.1,53.4,21.3
0,Bronx County,2025-01-18T16:00,28.3,43,52.1,21.1
0,Bronx County,2025-01-18T17:00,30.2,44.1,45.8,19.8
0,Bronx County,2025-01-18T18:00,31.9,43.9,37.3,18.7
0,Bronx County,2025-01-18T19:00,34.1,43.6,27.7,17.5
0,Bronx County,2025-01-18T20:00,35.3,43.4,23,16.9
0,Bronx County,2025-01-18T21:00,37.3,43.6,16.9,16
0,Bronx County,2025-01-18T22:00,39,44.8,14.9,15.3
0,Bronx County,2025-01-18T23:00,39.2,44.2,12.9,15.3
0,Bronx County,2025-01-19T00:00,39.2,42.9,9.4,15.2
0,Bronx County,2025-01-19T01:00,38.8,41.8,7.6,15.4
0,Bronx County,2025-01-19T02:00,38.9,41.3,6,15.3
0,Bronx County,2025-01-19T03:00,39.2,41.4,5.5,15.2
0,Bronx County,2025-01-19T04:00,40.4,42.5,5,14.8
0,Bronx County,2025-01-19T05:00,43.4,44.9,3.3,13.8
0,Bronx County,2025-01-19T06:00,46.3,47.6,2.7,12.9
0,Bronx County,2025-01-19T07:00,45.8,47.3,3.1,13
0,Bronx County,2025-01-19T08:00,45.6,47.8,4.8,13.1
0,Bronx County,2025-01-19T09:00,45.2,48.4,6.9,13.2
0,Bronx County,2025-01-19T10:00,43.9,48.1,9.5,13.6
0,Bronx County,2025-01-19T11:00,43.1,48.1,11.5,13.8
0,Bronx County,2025-01-19T12:00,41.3,47.1,14,14.5
0,Bronx County,2025-01-19T13:00,37.9,45.9,21.1,15.8
0,Bronx County,2025-01-19T14:00,34.5,45,30.2,17.3
0,Bronx County,2025-01-19T15:00,35.4,44,24.4,16.9
0,Bronx County,2025-01-19T16:00,35.1,43,22.3,17
0,Bronx County,2025-01-19T17:00,32.4,42.5,31.1,18.5
0,Bronx County,2025-01-19T18:00,32.9,42.2,28.3,18.2
0,Bronx County,2025-01-19T19:00,28.9,40.8,41.1,20.7
0,Bronx County,2025-01-19T20:00,28.7,40.5,41.3,20.9
0,Bronx County,2025-01-19T21:00,31.3,40.9,30.4,19.1
0,Bronx County,2025-01-19T22:00,33.3,41,22.8,17.9
0,Bronx County,2025-01-19T23:00,34.5,40.6,17.4,17.3
0,Bronx County,2025-01-20T00:00,34.1,39.6,15.8,17.5
0,Bronx County,2025-01-20T01:00,34.8,40.3,15.6,17.1
0,Bronx County,2025-01-20T02:00,35.5,40.2,13.2,16.8
0,Bronx County,2025-01-20T03:00,37.5,41.9,11.6,15.9
0,Bronx County,2025-01-20T04:00,40.6,44.6,9.7,14.7
0,Bronx County,2025-01-20T05:00,42.9,47.9,11.5,13.9
0,Bronx County,2025-01-20T06:00,41.3,48.5,17.3,14.5
0,Bronx County,2025-01-20T07:00,39.6,46.2,16.7,15.1
0,Bronx County,2025-01-20T08:00,37.5,44.8,19.3,15.9
0,Bronx County,2025-01-20T09:00,38.1,45.1,18.3,15.7
0,Bronx County,2025-01-20T10:00,38.7,46,18.7,15.4
0,Bronx County,2025-01-20T11:00,38.5,46.2,20.1,15.5
0,Bronx County,2025-01-20T12:00,38.3,46.4,21.3,15.6
0,Bronx County,2025-01-20T13:00,37.7,45.9,21.7,15.8
0,Bronx County,2025-01-20T14:00,36.9,45.9,24.4,16.2
0,Bronx County,2025-01-20T15:00,35.8,45.5,27.1,16.7
0,Bronx County,2025-01-20T16:00,35.5,45.1,27,16.8
0,Bronx County,2025-01-20T17:00,35.2,45.1,28.2,17
0,Bronx County,2025-01-20T18:00,35.7,44.7,24.9,16.7
0,Bronx County,2025-01-20T19:00,36.6,44.4,21.2,16.3
0,Bronx County,2025-01-20T20:00,37.7,44,16.5,15.8
0,Bronx County,2025-01-20T21:00,38.6,43.8,13.5,15.5
0,Bronx County,2025-01-20T22:00,39.3,43.5,10.4,15.2
0,Bronx County,2025-01-20T23:00,39.3,42.8,8.7,15.2
0,Bronx County,2025-01-21T00:00,38.9,42,8,15.4
0,Bronx County,2025-01-21T01:00,38.2,41,7.4,15.6
0,Bronx County,2025-01-21T02:00,38.3,40.9,6.8,15.6
0,Bronx County,2025-01-21T03:00,42.5,44.5,4.5,14
0,Bronx County,2025-01-21T04:00,47.6,49,2.9,12.5
0,Bronx County,2025-01-21T05:00,48.2,51.7,7.2,12.4
0,Bronx County,2025-01-21T06:00,36.7,47.7,29.8,16.3
0,Bronx County,2025-01-21T07:00,26.4,40.9,54.7,22.6
0,Bronx County,2025-01-21T08:00,24.1,39.4,63.3,24.8
0,Bronx County,2025-01-21T09:00,29.3,41.1,40.3,20.4
0,Bronx County,2025-01-21T10:00,32.3,42.2,30.5,18.5
0,Bronx County,2025-01-21T11:00,31,41.4,33.6,19.3
0,Bronx County,2025-01-21T12:00,31.4,41.3,31.4,19
0,Bronx County,2025-01-21T13:00,31.1,41.3,32.9,19.2
0,Bronx County,2025-01-21T14:00,29,40.9,41.2,20.6
0,Bronx County,2025-01-21T15:00,26.8,40.3,50,22.3
0,Bronx County,2025-01-21T16:00,26.2,40,52.5,22.8
0,Bronx County,2025-01-21T17:00,26.5,40,50.6,22.5
0,Bronx County,2025-01-21T18:00,30.9,41.3,33.3,19.3
0,Bronx County,2025-01-21T19:00,34.1,41.7,22.1,17.5
0,Bronx County,2025-01-21T20:00,35.8,42,17.2,16.7
0,Bronx County,2025-01-21T21:00,37,42.8,15.5,16.1
0,Bronx County,2025-01-21T22:00,39.8,43.8,10,15
0,Bronx County,2025-01-21T23:00,39.3,42.7,8.5,15.2
0,Bronx County,2025-01-22T00:00,38.5,41.5,7.7,15.5
0,Bronx County,2025-01-22T01:00,37.2,39.9,7.3,16.1
0,Bronx County,2025-01-22T02:00,38.2,40.4,5.6,15.6
0,Bronx County,2025-01-22T03:00,40.4,43.2,7,14.8
0,Bronx County,2025-01-22T04:00,45,47.6,5.9,13.3
0,Bronx County,2025-01-22T05:00,48,51,6.2,12.4
0,Bronx County,2025-01-22T06:00,37.6,47.2,25.4,15.9
0,Bronx County,2025-01-22T07:00,27.4,40.8,48.9,21.8
0,Bronx County,2025-01-22T08:00,26.1,40,53.1,22.9
0,Bronx County,2025-01-22T09:00,29.8,41.1,37.7,20
0,Bronx County,2025-01-22T10:00,31.7,41.5,30.8,18.8
0,Bronx County,2025-01-22T11:00,31.2,41.1,31.6,19.2
0,Bronx County,2025-01-22T12:00,31,40.9,31.5,19.2
0,Bronx County,2025-01-22T13:00,30.5,40.9,33.9,19.6
0,Bronx County,2025-01-22T14:00,27.6,40.6,46.9,21.6
0,Bronx County,2025-01-22T15:00,25.3,39.6,56.4,23.6
0,Bronx County,2025-01-22T16:00,25.4,39.4,55,23.5
0,Bronx County,2025-01-22T17:00,25.9,39.9,54.1,23.1
0,Bronx County,2025-01-22T18:00,29.3,40.9,39.4,20.4
0,Bronx County,2025-01-22T19:00,32.1,40.8,27.1,18.6
0,Bronx County,2025-01-22T20:00,35,41.6,18.9,17.1
0,Bronx County,2025-01-22T21:00,38.4,43.6,13.4,15.6
0,Bronx County,2025-01-22T22:00,38.9,43.5,11.7,15.4
0,Bronx County,2025-01-22T23:00,38.9,42.3,8.7,15.4
0,Bronx County,2025-01-23T00:00,38.8,41.8,7.6,15.4
0,Bronx County,2025-01-23T01:00,38.1,40.8,7,15.7
0,Bronx County,2025-01-23T02:00,38,40.1,5.5,15.7
0,Bronx County,2025-01-23T03:00,42.5,43.9,3.2,14.1
0,Bronx County,2025-01-23T04:00,47.5,48.5,2.1,12.6
0,Bronx County,2025-01-23T05:00,48,51,6.1,12.4
0,Bronx County,2025-01-23T06:00,37.6,46.9,24.7,15.9
0,Bronx County,2025-01-23T07:00,28,41.2,46.9,21.3
0,Bronx County,2025-01-23T08:00,26.2,40.1,52.7,22.8
0,Bronx County,2025-01-23T09:00,29.5,41.1,39,20.2
0,Bronx County,2025-01-23T10:00,30.4,41.6,36.9,19.7
0,Bronx County,2025-01-23T11:00,30.1,41.1,36.4,19.8
0,Bronx County,2025-01-23T12:00,30.1,40.7,35.3,19.9
0,Bronx County,2025-01-23T13:00,29.4,40.9,39.3,20.4
0,Bronx County,2025-01-23T14:00,26.5,40.5,52.2,22.5
0,Bronx County,2025-01-23T15:00,23.8,39.4,65.6,25.1
0,Bronx County,2025-01-23T16:00,23.1,39,68.3,25.8
0,Bronx County,2025-01-23T17:00,24.1,39.9,65.2,24.8
0,Bronx County,2025-01-23T18:00,28.8,41.2,43,20.8
0,Bronx County,2025-01-23T19:00,33,41.7,26.4,18.1
0,Bronx County,2025-01-23T20:00,36,42.5,18.1,16.6
0,Bronx County,2025-01-23T21:00,38.2,43.7,14.3,15.6
0,Bronx County,2025-01-23T22:00,40.1,44.4,10.6,14.9
0,Bronx County,2025-01-23T23:00,40,43.6,8.9,14.9
0,Bronx County,2025-01-24T00:00,39.7,42.7,7.6,15
0,Bronx County,2025-01-24T01:00,38.9,41.4,6.4,15.4
0,Bronx County,2025-01-24T02:00,39.1,41.2,5.2,15.3
0,Bronx County,2025-01-24T03:00,41.5,43.2,4.1,14.4
0,Bronx County,2025-01-24T04:00,46.4,47.1,1.6,12.9
0,Bronx County,2025-01-24T05:00,47.3,50.6,6.8,12.6
0,Bronx County,2025-01-24T06:00,37.9,46.7,23.4,15.8
0,Bronx County,2025-01-24T07:00,28.3,40.8,44,21.1
0,Bronx County,2025-01-24T08:00,27,39.5,46.5,22.2
0,Bronx County,2025-01-24T09:00,30,40.8,36.1,19.9
0,Bronx County,2025-01-24T10:00,30.4,41.2,35.5,19.6
0,Bronx County,2025-01-24T11:00,29.8,41.2,37.9,20
0,Bronx County,2025-01-24T12:00,29.4,41.4,40.4,20.3
0,Bronx County,2025-01-24T13:00,29.3,42.3,44.3,20.4
0,Bronx County,2025-01-24T14:00,25.4,41,61.3,23.5
0,Bronx County,2025-01-24T15:00,22.7,39.5,74.2,26.4
0,Bronx County,2025-01-24T16:00,22.3,39.2,75.9,26.8
0,Bronx County,2025-01-24T17:00,23,39.4,71.1,26
0,Bronx County,2025-01-24T18:00,25.5,40.2,57.6,23.4
0,Bronx County,2025-01-24T19:00,30.3,41.7,37.3,19.7
0,Bronx County,2025-01-24T20:00,33.1,41.4,25.2,18.1
0,Bronx County,2025-01-24T21:00,35.8,42.3,18.2,16.7
0,Bronx County,2025-01-24T22:00,37.7,43.1,14.2,15.8
0,Bronx County,2025-01-24T23:00,38.1,42.7,12.2,15.7
0,Bronx County,2025-01-25T00:00,38.1,41.9,9.9,15.7
0,Bronx County,2025-01-25T01:00,38.1,40.9,7.2,15.7
0,Bronx County,2025-01-25T02:00,39.1,41.5,5.9,15.3
0,Bronx County,2025-01-25T03:00,40.3,42.3,4.7,14.8
0,Bronx County,2025-01-25T04:00,42.4,44,3.6,14.1
0,Bronx County,2025-01-25T05:00,44.5,46.2,3.7,13.4
0,Bronx County,2025-01-25T06:00,45.9,48.4,5.2,13
0,Bronx County,2025-01-25T07:00,44,47.4,7.7,13.6
0,Bronx County,2025-01-25T08:00,41.5,46.6,12.4,14.4
0,Bronx County,2025-01-25T09:00,39.6,46,16.2,15.1
0,Bronx County,2025-01-25T10:00,38.2,45.9,20.2,15.7
0,Bronx County,2025-01-25T11:00,36.9,46,24.6,16.2
0,Bronx County,2025-01-25T12:00,35.9,45.6,26.9,16.7
0,Bronx County,2025-01-25T13:00,34.5,44.5,28.9,17.3
0,Bronx County,2025-01-25T14:00,33.4,44.4,32.7,17.9
0,Bronx County,2025-01-25T15:00,32.3,43.8,35.7,18.5
0,Bronx County,2025-01-25T16:00,31.5,43.9,39.3,19
0,Bronx County,2025-01-25T17:00,31.6,44.2,39.8,18.9
0,Bronx County,2025-01-25T18:00,31.9,44,38.2,18.8
0,Bronx County,2025-01-25T19:00,33.9,43.5,28.2,17.6
0,Bronx County,2025-01-25T20:00,35,43,22.9,17.1
0,Bronx County,2025-01-25T21:00,37.5,43.8,16.9,15.9
0,Bronx County,2025-01-25T22:00,39.4,44.6,13.2,15.2
0,Bronx County,2025-01-25T23:00,40.1,44.8,11.7,14.9
0,Bronx County,2025-01-26T00:00,39.4,43.3,9.9,15.2
0,Bronx County,2025-01-26T01:00,39,41.8,7,15.3
0,Bronx County,2025-01-26T02:00,38.5,40.7,5.7,15.5
0,Bronx County,2025-01-26T03:00,39.3,41.4,5.1,15.2
0,Bronx County,2025-01-26T04:00,40.3,42,4.3,14.8
0,Bronx County,2025-01-26T05:00,43.5,44.8,3,13.7
0,Bronx County,2025-01-26T06:00,45.4,46.5,2.5,13.2
0,Bronx County,2025-01-26T07:00,45.5,47.1,3.5,13.1
0,Bronx County,2025-01-26T08:00,44.3,46.9,5.9,13.5
0,Bronx County,2025-01-26T09:00,44.8,48.1,7.2,13.3
0,Bronx County,2025-01-26T10:00,43.1,48,11.3,13.9
0,Bronx County,2025-01-26T11:00,42.2,48.6,15,14.1
0,Bronx County,2025-01-26T12:00,40.6,47.7,17.3,14.7
0,Bronx County,2025-01-26T13:00,38.4,46.9,22,15.5
0,Bronx County,2025-01-26T14:00,37,46.2,24.8,16.1
0,Bronx County,2025-01-26T15:00,36.3,46,26.6,16.5
0,Bronx County,2025-01-26T16:00,35.9,45.8,27.3,16.6
0,Bronx County,2025-01-26T17:00,36.3,45.8,25.9,16.4
0,Bronx County,2025-01-26T18:00,35.6,45,26.4,16.8
0,Bronx County,2025-01-26T19:00,37.5,45,19.8,15.9
0,Bronx County,2025-01-26T20:00,38.5,44.5,15.6,15.5
0,Bronx County,2025-01-26T21:00,39.5,44.4,12.2,15.1
0,Bronx County,2025-01-26T22:00,40.3,44.5,10.2,14.8
0,Bronx County,2025-01-26T23:00,38.9,42.8,10,15.4
0,Bronx County,2025-01-27T00:00,38.6,41.4,7.2,15.5
0,Bronx County,2025-01-27T01:00,38,40.1,5.7,15.7
0,Bronx County,2025-01-27T02:00,38,39.9,5,15.7
0,Bronx County,2025-01-27T03:00,42.3,43.8,3.4,14.1
0,Bronx County,2025-01-27T04:00,46.9,47.5,1.4,12.7
0,Bronx County,2025-01-27T05:00,48.3,51.2,5.9,12.4
0,Bronx County,2025-01-27T06:00,37.9,47.5,25.1,15.7
0,Bronx County,2025-01-27T07:00,28.1,41.3,46.6,21.3
0,Bronx County,2025-01-27T08:00,27,40.5,49.5,22.1
0,Bronx County,2025-01-27T09:00,30.3,41.3,36.3,19.7
0,Bronx County,2025-01-27T10:00,31.3,41.8,33.2,19.1
0,Bronx County,2025-01-27T11:00,29.7,41.1,38.4,20.1
0,Bronx County,2025-01-27T12:00,29.5,40.5,37.1,20.3
0,Bronx County,2025-01-27T13:00,29.3,40.6,38.3,20.4
0,Bronx County,2025-01-27T14:00,28.3,40.8,44.2,21.1
0,Bronx County,2025-01-27T15:00,26.6,40.6,52.6,22.5
0,Bronx County,2025-01-27T16:00,24.6,39.7,61,24.3
0,Bronx County,2025-01-27T17:00,25.2,39.8,57.6,23.7
0,Bronx County,2025-01-27T18:00,29.7,41.3,38.7,20.1
0,Bronx County,2025-01-27T19:00,33.7,41.7,23.9,17.8
0,Bronx County,2025-01-27T20:00,36,42.3,17.4,16.6
0,Bronx County,2025-01-27T21:00,38.1,42.9,12.6,15.7
0,Bronx County,2025-01-27T22:00,39,43.1,10.6,15.3
0,Bronx County,2025-01-27T23:00,38.6,42.3,9.5,15.5
0,Bronx County,2025-01-28T00:00,38.2,41.1,7.8,15.7
0,Bronx County,2025-01-28T01:00,37.3,40.1,7.4,16
0,Bronx County,2025-01-28T02:00,38.6,40.7,5.4,15.5
0,Bronx County,2025-01-28T03:00,42.6,43.8,2.8,14
0,Bronx County,2025-01-28T04:00,47.6,48.3,1.4,12.6
0,Bronx County,2025-01-28T05:00,48,51.2,6.6,12.4
0,Bronx County,2025-01-28T06:00,36.5,46.7,27.8,16.4
0,Bronx County,2025-01-28T07:00,26.8,40.6,51.1,22.3
0,Bronx County,2025-01-28T08:00,24.4,39.2,60.6,24.5
0,Bronx County,2025-01-28T09:00,27.9,40.2,44.1,21.4
0,Bronx County,2025-01-28T10:00,29.3,40.8,39.2,20.4
0,Bronx County,2025-01-28T11:00,28.5,40,40.4,21
0,Bronx County,2025-01-28T12:00,28.9,39.9,37.7,20.6
0,Bronx County,2025-01-28T13:00,28.6,40.2,40.3,20.9
0,Bronx County,2025-01-28T14:00,27.2,40.2,47.8,22
0,Bronx County,2025-01-28T15:00,24.2,39.5,62.6,24.6
0,Bronx County,2025-01-28T16:00,24,39.3,63.3,24.9
0,Bronx County,2025-01-28T17:00,25,39.8,59,23.9
0,Bronx County,2025-01-28T18:00,29.2,41,40.4,20.5
0,Bronx County,2025-01-28T19:00,33.7,41.7,23.7,17.7
0,Bronx County,2025-01-28T20:00,36,42.2,17.4,16.6
0,Bronx County,2025-01-28T21:00,37.9,43.4,14.3,15.7
0,Bronx County,2025-01-28T22:00,39.5,44.3,12.1,15.1
0,Bronx County,2025-01-28T23:00,38.3,42.5,11,15.6
0,Bronx County,2025-01-29T00:00,37.1,41.2,11,16.1
0,Bronx County,2025-01-29T01:00,36.6,39.9,8.8,16.3
0,Bronx County,2025-01-29T02:00,38.1,40.4,6,15.7
0,Bronx County,2025-01-29T03:00,42.2,43.7,3.6,14.2
0,Bronx County,2025-01-29T04:00,47,48,1.9,12.7
0,Bronx County,2025-01-29T05:00,47.7,51.2,7.3,12.5
0,Bronx County,2025-01-29T06:00,40.6,48.5,19.3,14.7
0,Bronx County,2025-01-29T07:00,33.9,43.4,27.9,17.6
0,Bronx County,2025-01-29T08:00,31.5,42.1,33.6,19
0,Bronx County,2025-01-29T09:00,31.7,41.7,31.6,18.9
0,Bronx County,2025-01-29T10:00,30.9,41.6,34.6,19.3
0,Bronx County,2025-01-29T11:00,29.2,40.9,39.8,20.5
0,Bronx County,2025-01-29T12:00,28.5,40.2,40.7,20.9
0,Bronx County,2025-01-29T13:00,28.6,40.3,40.6,20.9
0,Bronx County,2025-01-29T14:00,28.3,40.8,44,21.1
0,Bronx County,2025-01-29T15:00,26.9,40,48.2,22.2
0,Bronx County,2025-01-29T16:00,26.5,40,50.9,22.6
0,Bronx County,2025-01-29T17:00,26.3,40.3,53.3,22.7
0,Bronx County,2025-01-29T18:00,30.1,41.2,36.8,19.8
0,Bronx County,2025-01-29T19:00,33.4,41.9,25.5,17.9
0,Bronx County,2025-01-29T20:00,35.9,42.5,18.5,16.7
0,Bronx County,2025-01-29T21:00,37.9,43.2,14,15.8
0,Bronx County,2025-01-29T22:00,39,44.3,13.4,15.3
0,Bronx County,2025-01-29T23:00,38.5,42.7,10.9,15.5
0,Bronx County,2025-01-30T00:00,37.7,41.2,9.1,15.8
0,Bronx County,2025-01-30T01:00,37.7,40.3,6.8,15.8
0,Bronx County,2025-01-30T02:00,38.3,40.5,5.8,15.6
0,Bronx County,2025-01-30T03:00,41.2,43.2,4.8,14.5
0,Bronx County,2025-01-30T04:00,47.4,48.5,2.2,12.6
0,Bronx County,2025-01-30T05:00,47.8,51.1,6.8,12.5
0,Bronx County,2025-01-30T06:00,36.9,46.8,26.7,16.2
0,Bronx County,2025-01-30T07:00,26.7,40.5,51.9,22.4
0,Bronx County,2025-01-30T08:00,24.2,39.2,61.7,24.7
0,Bronx County,2025-01-30T09:00,27.5,40.5,47.1,21.7
0,Bronx County,2025-01-30T10:00,29.5,41.1,39.2,20.3
0,Bronx County,2025-01-30T11:00,28.4,40.1,41.2,21
0,Bronx County,2025-01-30T12:00,29.2,40.5,38.7,20.5
0,Bronx County,2025-01-30T13:00,28.3,40.4,42.3,21.1
0,Bronx County,2025-01-30T14:00,25.2,39.8,57.4,23.7
0,Bronx County,2025-01-30T15:00,23.1,39.5,70.5,25.8
0,Bronx County,2025-01-30T16:00,23.2,39.1,68.3,25.7
0,Bronx County,2025-01-30T17:00,23.6,39.5,66.9,25.3
0,Bronx County,2025-01-30T18:00,26.6,40.3,51.3,22.5
0,Bronx County,2025-01-30T19:00,31.9,41.9,31.4,18.7
0,Bronx County,2025-01-30T20:00,35.4,42.5,19.8,16.9
0,Bronx County,2025-01-30T21:00,38.4,43.8,13.9,15.6
0,Bronx County,2025-01-30T22:00,39.6,44.8,13,15.1
0,Bronx County,2025-01-30T23:00,39.1,43.5,11,15.3
0,Bronx County,2025-01-31T00:00,38.8,42.6,9.6,15.4
0,Bronx County,2025-01-31T01:00,38.8,41.6,7.2,15.4
0,Bronx County,2025-01-31T02:00,38.9,41.1,5.5,15.3
0,Bronx County,2025-01-31T03:00,41.4,43.3,4.6,14.4
0,Bronx County,2025-01-31T04:00,46,47.9,4.2,13
0,Bronx County,2025-01-31T05:00,45,50.3,11.8,13.3
0,Bronx County,2025-01-31T06:00,35.1,46.1,31.2,17
0,Bronx County,2025-01-31T07:00,26.7,40.1,50.1,22.4
0,Bronx County,2025-01-31T08:00,25.3,39.2,54.8,23.6
0,Bronx County,2025-01-31T09:00,28.9,40.5,40.2,20.7
0,Bronx County,2025-01-31T10:00,30.2,41.4,37,19.8
0,Bronx County,2025-01-31T11:00,29.7,41.2,38.5,20.1
0,Bronx County,2025-01-31T12:00,28.7,40.7,41.8,20.8
0,Bronx County,2025-01-31T13:00,28.7,41.3,43.9,20.8
0,Bronx County,2025-01-31T14:00,26.1,41.3,57.6,22.9
0,Bronx County,2025-01-31T15:00,22.6,40.3,78.3,26.5
0,Bronx County,2025-01-31T16:00,21.3,38.7,81.4,28.1
0,Bronx County,2025-01-31T17:00,21.3,38.6,80.9,28
0,Bronx County,2025-01-31T18:00,25.2,40.6,61.4,23.8
0,Bronx County,2025-01-31T19:00,29.9,41.6,38.8,20
0,Bronx County,2025-01-31T20:00,32.6,41.4,27.2,18.3
0,Bronx County,2025-01-31T21:00,33.9,41.6,22.6,17.6
0,Bronx County,2025-01-31T22:00,34.6,41.9,21.2,17.3
0,Bronx County,2025-01-31T23:00,37,42.5,14.5,16.1
0,Bronx County,2025-02-01T00:00,37.5,41.6,10.8,15.9
0,Bronx County,2025-02-01T01:00,37.5,40.7,8.4,15.9
0,Bronx County,2025-02-01T02:00,38.2,40.7,6.4,15.6
0,Bronx County,2025-02-01T03:00,39.1,41.6,6.3,15.3
0,Bronx County,2025-02-01T04:00,41.9,43.6,4,14.3
0,Bronx County,2025-02-01T05:00,45.6,47.1,3.3,13.1
0,Bronx County,2025-02-01T06:00,45.7,48.2,5.4,13.1
0,Bronx County,2025-02-01T07:00,43.4,47.4,9.1,13.8
0,Bronx County,2025-02-01T08:00,40.8,46.3,13.4,14.6
0,Bronx County,2025-02-01T09:00,39,46.2,18.3,15.3
0,Bronx County,2025-02-01T10:00,38.3,46.1,20.4,15.6
0,Bronx County,2025-02-01T11:00,36.8,45.6,23.8,16.2
0,Bronx County,2025-02-01T12:00,34.9,44.8,28.1,17.1
0,Bronx County,2025-02-01T13:00,32.2,44.1,36.5,18.5
0,Bronx County,2025-02-01T14:00,32.4,43.7,34.9,18.4
0,Bronx County,2025-02-01T15:00,32.2,43.7,35.6,18.6
0,Bronx County,2025-02-01T16:00,31.5,44.2,40.4,19
0,Bronx County,2025-02-01T17:00,32.1,44.7,39.4,18.6
0,Bronx County,2025-02-01T18:00,32.8,45.1,37.6,18.2
0,Bronx County,2025-02-01T19:00,33,44.1,33.5,18.1
0,Bronx County,2025-02-01T20:00,33.3,42.2,26.9,18
0,Bronx County,2025-02-01T21:00,36.5,42.9,17.5,16.4
0,Bronx County,2025-02-01T22:00,36.5,43.6,19.4,16.4
0,Bronx County,2025-02-01T23:00,38.5,43.7,13.2,15.5
0,Bronx County,2025-02-02T00:00,38.5,42.7,10.8,15.5
0,Bronx County,2025-02-02T01:00,38.3,41.5,8.3,15.6
0,Bronx County,2025-02-02T02:00,38.3,40.8,6.6,15.6
0,Bronx County,2025-02-02T03:00,38.5,40.6,5.6,15.5
0,Bronx County,2025-02-02T04:00,39.9,42,5.1,15
0,Bronx County,2025-02-02T05:00,42.9,44.9,4.6,13.9
0,Bronx County,2025-02-02T06:00,44.2,46.1,4.1,13.5
0,Bronx County,2025-02-02T07:00,45.5,47,3.1,13.1
0,Bronx County,2025-02-02T08:00,44.4,46.7,5.2,13.5
0,Bronx County,2025-02-02T09:00,43.8,47.2,7.6,13.6
0,Bronx County,2025-02-02T10:00,43.6,47.9,9.9,13.7
0,Bronx County,2025-02-02T11:00,42.5,48.1,13.3,14.1
0,Bronx County,2025-02-02T12:00,39.7,47.2,18.7,15
0,Bronx County,2025-02-02T13:00,36.9,46.1,24.8,16.2
0,Bronx County,2025-02-02T14:00,37.1,46.3,24.7,16.1
0,Bronx County,2025-02-02T15:00,36.1,45.8,26.5,16.5
0,Bronx County,2025-02-02T16:00,35.6,45.9,28.7,16.8
0,Bronx County,2025-02-02T17:00,35.5,45.9,29.1,16.8
0,Bronx County,2025-02-02T18:00,36,45.6,26.6,16.6
0,Bronx County,2025-02-02T19:00,34.1,44.5,30.3,17.5
0,Bronx County,2025-02-02T20:00,33.6,44.5,32.3,17.8
0,Bronx County,2025-02-02T21:00,33.4,43.9,31.2,17.9
0,Bronx County,2025-02-02T22:00,33.8,43.1,27.6,17.7
0,Bronx County,2025-02-02T23:00,33.1,41.2,24.4,18
0,Bronx County,2025-02-03T00:00,35.1,41,16.7,17
0,Bronx County,2025-02-03T01:00,35.3,40,13.1,16.9
0,Bronx County,2025-02-03T02:00,36.4,40.5,11.4,16.4
0,Bronx County,2025-02-03T03:00,39,42.3,8.6,15.3
0,Bronx County,2025-02-03T04:00,44.7,47.6,6.6,13.4
0,Bronx County,2025-02-03T05:00,45.4,51.1,12.6,13.2
0,Bronx County,2025-02-03T06:00,35.4,47.2,33.2,16.9
0,Bronx County,2025-02-03T07:00,25.2,40.9,61.9,23.7
0,Bronx County,2025-02-03T08:00,22.9,39.5,72.7,26.1
0,Bronx County,2025-02-03T09:00,27,40.3,49.3,22.1
0,Bronx County,2025-02-03T10:00,30.6,41.8,36.2,19.5
0,Bronx County,2025-02-03T11:00,30,41,36.4,19.9
0,Bronx County,2025-02-03T12:00,29.4,40.4,37.4,20.3
0,Bronx County,2025-02-03T13:00,28.7,40.5,41,20.8
0,Bronx County,2025-02-03T14:00,26.3,40.1,52.6,22.8
0,Bronx County,2025-02-03T15:00,24.7,39.6,60.2,24.2
0,Bronx County,2025-02-03T16:00,23.6,39.5,66.9,25.3
0,Bronx County,2025-02-03T17:00,24.6,39.5,60.1,24.3
0,Bronx County,2025-02-03T18:00,29.9,41.2,37.9,20
0,Bronx County,2025-02-03T19:00,33.7,41.9,24,17.7
0,Bronx County,2025-02-03T20:00,35.2,41.6,18,17
0,Bronx County,2025-02-03T21:00,37.7,42.8,13.5,15.9
