record_id,region_index,region_label,corridor_id,corridor_label,source_hub,target_hub,time,day_of_week,hour_of_day,is_weekend,month,demand_index,temp_c,rain_mm,snow_mm,wind_kmh,cloud_cover_pct,visibility_km,incident_count,incident_severity,event_intensity,roadwork_active,school_holiday,transit_disruption_pct,baseline_flow_veh_per_h,observed_flow_veh_per_h,speed_kmh,free_flow_speed_kmh,congestion_level_pct,travel_time_per_10km_min,travel_time_p90_per_10km_min,travel_time_variability_pct
showcase-008267,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T16:00,Wednesday,16,0,1,1.468,20.93,0.28,0.0,14.52,36.1,13.95,1,0.473,0.0,0,0,12.03,1825,2698,21.04,55.0,61.74,28.51,33.33,16.91
showcase-008268,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T17:00,Wednesday,17,0,1,1.599,21.27,1.29,0.0,27.37,64.9,13.23,1,0.618,0.0,0,0,13.56,1650,2312,7.81,42.0,81.41,76.83,94.39,22.85
showcase-008269,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T17:00,Wednesday,17,0,1,1.529,21.07,0.02,0.0,24.58,35.9,16.01,0,0.246,0.0,0,0,9.01,1520,2094,18.57,48.0,61.31,32.31,34.72,7.47
showcase-008270,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T17:00,Wednesday,17,0,1,1.659,21.1,0.2,0.0,14.82,57.1,14.31,0,0.297,0.0,1,0,19.86,2140,3503,14.91,54.0,72.38,40.23,46.33,15.17
showcase-008271,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T17:00,Wednesday,17,0,1,1.629,20.76,2.47,0.0,14.6,49.6,12.07,1,0.649,0.0,0,0,17.88,1960,2898,7.5,52.0,85.58,80.0,103.11,28.89
showcase-008272,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T17:00,Wednesday,17,0,1,1.609,22.11,0.21,0.0,10.45,55.5,15.49,0,0.2,0.0,0,0,9.2,1880,2987,22.1,50.0,55.8,27.15,30.0,10.51
showcase-008273,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T17:00,Wednesday,17,0,1,1.559,20.94,0.01,0.0,21.25,54.2,14.86,1,0.561,0.0,0,0,14.12,1760,2751,17.93,46.0,61.03,33.47,39.14,16.94
showcase-008274,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T17:00,Wednesday,17,0,1,1.639,19.78,2.37,0.0,27.41,44.2,13.3,0,0.421,0.0,0,0,11.65,1940,2962,9.56,44.0,78.27,62.75,74.0,17.93
showcase-008275,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T17:00,Wednesday,17,0,1,1.489,21.64,0.02,0.0,22.01,39.8,15.84,0,0.188,0.0,0,0,10.82,1380,2050,24.26,57.0,57.45,24.74,27.04,9.31
showcase-008276,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T17:00,Wednesday,17,0,1,1.539,22.55,1.03,0.0,13.68,34.3,15.06,1,0.578,0.0,0,0,17.65,1490,2116,17.33,61.0,71.59,34.62,43.27,24.98
showcase-008277,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T17:00,Wednesday,17,0,1,1.589,22.01,0.12,0.0,22.22,40.2,14.88,0,0.261,0.0,0,0,8.12,2060,3033,24.51,58.0,57.73,24.47,27.7,13.19
showcase-008278,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T17:00,Wednesday,17,0,1,1.679,21.73,1.61,0.0,17.97,43.6,14.98,2,0.696,0.0,0,0,30.53,2240,3819,7.5,63.0,88.1,80.0,111.19,38.99
showcase-008279,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T17:00,Wednesday,17,0,1,1.569,20.54,2.62,0.0,19.32,47.1,13.77,1,0.594,0.0,0,0,18.92,1825,2860,7.7,55.0,86.0,77.91,101.02,29.66
showcase-008280,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T18:00,Wednesday,18,0,1,1.575,18.95,0.0,0.0,25.98,47.1,14.26,0,0.319,0.0,0,0,8.52,1650,2632,16.42,42.0,60.9,36.53,39.01,6.79
showcase-008281,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T18:00,Wednesday,18,0,1,1.505,21.59,0.0,0.0,17.79,42.5,15.79,0,0.322,0.0,0,0,11.96,1520,2012,20.44,48.0,57.42,29.36,33.09,12.72
showcase-008282,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T18:00,Wednesday,18,0,1,1.635,19.18,0.08,0.0,14.0,28.8,14.18,0,0.47,0.0,1,0,13.47,2140,3187,14.68,54.0,72.82,40.88,47.3,15.7
showcase-008283,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T18:00,Wednesday,18,0,1,1.605,20.87,0.4,0.0,20.65,29.9,15.67,2,0.685,0.0,0,0,24.45,1960,3061,8.68,52.0,83.31,69.14,91.4,32.2
showcase-008284,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T18:00,Wednesday,18,0,1,1.585,21.5,0.73,0.0,10.49,45.8,14.65,0,0.213,0.0,0,0,4.51,1880,2698,20.8,50.0,58.4,28.84,33.17,15.02
showcase-008285,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T18:00,Wednesday,18,0,1,1.535,20.29,0.01,0.0,22.79,52.7,16.4,1,0.558,0.0,0,0,12.31,1760,2612,16.2,46.0,64.78,37.03,43.56,17.65
showcase-008286,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T18:00,Wednesday,18,0,1,1.615,20.2,0.0,0.0,25.2,59.0,16.1,0,0.275,0.0,0,0,11.8,1940,3109,18.39,44.0,58.2,32.63,35.17,7.79
showcase-008287,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T18:00,Wednesday,18,0,1,1.465,19.73,0.12,0.0,17.66,52.3,14.96,0,0.208,0.0,0,0,5.16,1380,2075,25.39,57.0,55.45,23.63,25.29,7.01
showcase-008288,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T18:00,Wednesday,18,0,1,1.515,19.77,0.3,0.0,23.14,28.4,14.07,0,0.328,0.0,0,0,10.61,1490,2303,24.65,61.0,59.59,24.34,27.64,13.57
showcase-008289,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T18:00,Wednesday,18,0,1,1.565,20.39,0.43,0.0,22.58,36.3,15.15,1,0.485,0.0,0,0,13.34,2060,3099,18.53,58.0,68.05,32.38,38.12,17.74
showcase-008290,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T18:00,Wednesday,18,0,1,1.655,20.86,2.72,0.0,19.24,80.1,13.25,1,0.682,0.0,0,0,20.7,2240,3564,7.5,63.0,88.1,80.0,100.12,25.15
showcase-008291,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T18:00,Wednesday,18,0,1,1.545,18.85,0.03,0.0,20.06,44.0,16.34,0,0.268,0.0,0,0,11.66,1825,2577,26.06,55.0,52.63,23.03,24.81,7.72
showcase-008292,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T19:00,Wednesday,19,0,1,1.428,17.95,2.49,0.0,29.56,63.1,12.19,1,0.463,0.0,0,0,15.13,1650,2337,7.65,42.0,81.78,78.39,94.59,20.66
showcase-008293,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T19:00,Wednesday,19,0,1,1.358,18.1,0.13,0.0,9.36,42.2,13.97,1,0.376,0.0,0,0,14.1,1520,1843,22.65,48.0,52.81,26.49,31.56,19.14
showcase-008294,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T19:00,Wednesday,19,0,1,1.488,19.01,0.1,0.0,26.78,45.3,14.31,0,0.378,0.0,1,0,15.8,2140,2938,15.16,54.0,71.93,39.58,45.62,15.27
showcase-008295,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T19:00,Wednesday,19,0,1,1.458,20.27,0.1,0.0,14.47,52.1,15.13,0,0.202,0.0,0,0,8.96,1960,2944,26.27,52.0,49.47,22.84,24.94,9.21
showcase-008296,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T19:00,Wednesday,19,0,1,1.438,19.1,0.06,0.0,24.13,40.2,16.23,0,0.233,0.0,0,0,10.37,1880,2472,20.96,50.0,58.08,28.62,31.62,10.48
showcase-008297,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T19:00,Wednesday,19,0,1,1.388,18.03,2.19,0.0,22.97,66.4,13.39,1,0.587,0.0,0,0,12.38,1760,2420,12.67,46.0,72.45,47.34,61.3,29.48
showcase-008298,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T19:00,Wednesday,19,0,1,1.468,20.16,0.04,0.0,22.11,55.4,14.2,0,0.281,0.0,0,0,9.31,1940,2497,21.63,44.0,50.83,27.74,29.82,7.5
showcase-008299,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T19:00,Wednesday,19,0,1,1.318,18.42,1.34,0.0,10.62,47.2,13.29,0,0.29,0.0,0,0,9.2,1380,1719,27.12,57.0,52.42,22.12,25.74,16.38
showcase-008300,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T19:00,Wednesday,19,0,1,1.368,18.38,0.16,0.0,14.1,53.6,14.15,1,0.531,0.0,0,0,17.89,1490,1789,23.26,61.0,61.86,25.79,30.37,17.76
showcase-008301,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T19:00,Wednesday,19,0,1,1.418,18.57,0.79,0.0,16.77,54.8,15.64,2,0.695,0.0,0,0,30.94,2060,2951,11.04,58.0,80.97,54.36,74.92,37.82
showcase-008302,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T19:00,Wednesday,19,0,1,1.508,20.47,0.44,0.0,10.04,37.0,14.28,1,0.458,0.0,0,0,13.57,2240,3099,24.3,63.0,61.43,24.69,28.91,17.1
showcase-008303,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T19:00,Wednesday,19,0,1,1.398,20.38,0.44,0.0,23.71,31.5,15.05,0,0.351,0.0,0,0,5.23,1825,2520,25.01,55.0,54.52,23.99,25.89,7.92
showcase-008304,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T20:00,Wednesday,20,0,1,1.221,18.59,1.21,0.0,25.59,66.3,15.34,0,0.41,0.0,0,0,11.87,1650,1951,19.34,42.0,53.94,31.02,34.4,10.91
showcase-008305,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T20:00,Wednesday,20,0,1,1.151,18.19,1.72,0.0,26.46,72.7,13.17,0,0.365,0.0,0,0,5.37,1520,1732,19.36,48.0,59.67,30.99,36.29,17.1
showcase-008306,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T20:00,Wednesday,20,0,1,1.281,17.76,2.02,0.0,15.11,70.4,12.49,1,0.658,0.0,1,0,23.14,2140,2697,8.5,54.0,84.27,70.61,91.67,29.83
showcase-008307,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T20:00,Wednesday,20,0,1,1.251,20.05,0.35,0.0,11.05,57.3,15.27,2,0.593,0.0,0,0,25.87,1960,2499,15.56,52.0,70.08,38.57,50.85,31.84
showcase-008308,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T20:00,Wednesday,20,0,1,1.231,17.43,0.0,0.0,26.6,58.6,14.0,0,0.302,0.0,0,0,8.89,1880,2258,25.08,50.0,49.85,23.93,25.96,8.47
showcase-008309,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T20:00,Wednesday,20,0,1,1.181,18.3,1.07,0.0,25.47,36.1,15.45,1,0.514,0.0,0,0,12.71,1760,1926,19.03,46.0,58.63,31.53,39.5,25.29
showcase-008310,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T20:00,Wednesday,20,0,1,1.261,19.9,0.58,0.0,15.57,32.8,13.63,1,0.434,0.0,0,0,13.82,1940,2473,17.01,44.0,61.34,35.27,42.64,20.9
showcase-008311,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T20:00,Wednesday,20,0,1,1.111,18.46,0.44,0.0,17.21,45.6,15.76,1,0.497,0.0,0,0,12.17,1380,1365,25.03,57.0,56.09,23.97,28.05,17.03
showcase-008312,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T20:00,Wednesday,20,0,1,1.161,20.11,0.43,0.0,9.62,53.0,14.46,0,0.365,0.0,0,0,10.33,1490,1707,31.02,61.0,49.15,19.34,21.45,10.91
showcase-008313,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T20:00,Wednesday,20,0,1,1.211,17.78,0.61,0.0,24.01,64.0,15.7,0,0.415,0.0,0,0,7.25,2060,2535,28.06,58.0,51.62,21.38,23.66,10.65
showcase-008314,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T20:00,Wednesday,20,0,1,1.301,17.94,1.99,0.0,17.19,49.1,13.55,0,0.435,0.0,0,0,8.32,2240,2727,23.79,63.0,62.23,25.22,29.03,15.1
showcase-008315,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T20:00,Wednesday,20,0,1,1.191,18.21,1.36,0.0,11.12,55.5,12.98,0,0.425,0.0,0,0,7.24,1825,1911,24.09,55.0,56.19,24.9,28.67,15.16
showcase-008316,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T21:00,Wednesday,21,0,1,1.03,17.85,0.0,0.0,23.29,41.0,15.98,0,0.318,0.0,0,0,11.63,1650,1569,22.12,42.0,47.34,27.13,30.21,11.37
showcase-008317,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T21:00,Wednesday,21,0,1,0.96,18.56,0.0,0.0,26.51,40.5,14.51,1,0.397,0.0,0,0,14.44,1520,1416,23.57,48.0,50.89,25.45,29.03,14.05
showcase-008318,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T21:00,Wednesday,21,0,1,1.09,16.9,0.0,0.0,21.01,46.2,14.11,1,0.459,0.0,1,0,26.3,2140,2050,21.06,54.0,61.0,28.49,36.57,28.35
showcase-008319,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T21:00,Wednesday,21,0,1,1.06,16.53,1.99,0.0,15.51,55.0,13.77,0,0.266,0.0,0,0,6.01,1960,1928,22.27,52.0,57.17,26.94,31.35,16.36
showcase-008320,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T21:00,Wednesday,21,0,1,1.04,18.74,1.92,0.0,21.03,68.1,14.56,0,0.315,0.0,0,0,8.42,1880,1990,23.61,50.0,52.79,25.42,29.25,15.05
showcase-008321,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T21:00,Wednesday,21,0,1,0.99,17.02,2.04,0.0,16.24,53.8,13.48,1,0.464,0.0,0,0,12.6,1760,1557,17.87,46.0,61.15,33.57,42.3,25.99
showcase-008322,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T21:00,Wednesday,21,0,1,1.07,17.44,0.55,0.0,11.32,64.1,14.21,0,0.313,0.0,0,0,8.22,1940,2098,24.96,44.0,43.28,24.04,27.13,12.85
showcase-008323,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T21:00,Wednesday,21,0,1,0.92,17.2,0.01,0.0,13.49,39.6,15.57,0,0.245,0.0,0,0,5.57,1380,1148,34.42,57.0,39.61,17.43,19.57,12.27
showcase-008324,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T21:00,Wednesday,21,0,1,0.97,18.9,0.0,0.0,17.47,59.0,16.04,0,0.314,0.0,0,0,7.01,1490,1407,36.11,61.0,40.81,16.62,18.79,13.04
showcase-008325,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T21:00,Wednesday,21,0,1,1.02,18.49,0.98,0.0,19.63,45.6,13.63,1,0.534,0.0,0,0,17.01,2060,2126,22.18,58.0,61.75,27.05,32.51,20.2
showcase-008326,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T21:00,Wednesday,21,0,1,1.11,17.52,0.14,0.0,20.97,60.6,16.33,0,0.389,0.0,0,0,10.87,2240,2496,35.86,63.0,43.08,16.73,19.09,14.09
showcase-008327,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T21:00,Wednesday,21,0,1,1.0,18.33,0.0,0.0,10.12,37.5,15.08,0,0.3,0.0,0,0,5.43,1825,1808,33.38,55.0,39.3,17.97,19.19,6.81
showcase-008328,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T22:00,Wednesday,22,0,1,0.899,16.89,0.11,0.0,10.5,29.2,14.59,0,0.286,0.0,0,0,6.63,1650,1460,26.23,42.0,37.54,22.87,24.72,8.08
showcase-008329,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T22:00,Wednesday,22,0,1,0.829,18.58,0.0,0.0,9.1,38.9,16.27,1,0.439,0.0,0,0,11.38,1520,1227,26.9,48.0,43.97,22.31,26.79,20.1
showcase-008330,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T22:00,Wednesday,22,0,1,0.959,16.46,3.67,0.0,26.17,65.1,11.62,0,0.474,0.0,1,0,14.56,2140,1786,8.56,54.0,84.15,70.1,86.47,23.36
showcase-008331,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T22:00,Wednesday,22,0,1,0.929,17.88,0.21,0.0,22.97,31.9,15.94,0,0.23,0.0,0,0,6.55,1960,1699,29.54,52.0,43.2,20.31,23.01,13.29
showcase-008332,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T22:00,Wednesday,22,0,1,0.909,18.33,2.6,0.0,14.62,52.5,12.43,0,0.482,0.0,0,0,10.11,1880,1756,23.48,50.0,53.03,25.55,30.0,17.43
showcase-008333,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T22:00,Wednesday,22,0,1,0.859,18.64,0.0,0.0,9.12,27.3,15.09,2,0.712,0.0,0,0,25.03,1760,1538,18.36,46.0,60.09,32.68,44.85,37.24
showcase-008334,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T22:00,Wednesday,22,0,1,0.939,17.57,0.0,0.0,10.7,46.7,15.71,0,0.342,0.0,0,0,5.43,1940,1701,28.83,44.0,34.47,20.81,22.53,8.27
showcase-008335,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T22:00,Wednesday,22,0,1,0.789,18.34,1.48,0.0,21.07,54.8,12.91,0,0.276,0.0,0,0,4.57,1380,1063,32.31,57.0,43.31,18.57,21.61,16.38
showcase-008336,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T22:00,Wednesday,22,0,1,0.839,18.62,3.73,0.0,14.29,64.6,11.5,0,0.332,0.0,0,0,11.05,1490,1227,30.04,61.0,50.75,19.97,23.22,16.3
showcase-008337,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T22:00,Wednesday,22,0,1,0.889,17.51,0.28,0.0,21.92,38.3,16.25,0,0.232,0.0,0,0,10.41,2060,1841,33.64,58.0,42.0,17.83,19.17,7.54
showcase-008338,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T22:00,Wednesday,22,0,1,0.979,16.13,1.63,0.0,26.17,42.4,14.77,0,0.286,0.0,0,0,6.4,2240,2006,27.96,63.0,55.62,21.46,23.7,10.44
showcase-008339,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T22:00,Wednesday,22,0,1,0.869,18.62,0.02,0.0,17.57,25.6,15.65,0,0.365,0.0,0,0,7.46,1825,1524,34.16,55.0,37.9,17.57,19.41,10.47
showcase-008340,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-29T23:00,Wednesday,23,0,1,0.828,17.4,0.99,0.0,15.46,44.6,15.35,0,0.357,0.0,0,0,8.35,1650,1197,22.35,42.0,46.78,26.84,31.0,15.51
showcase-008341,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-29T23:00,Wednesday,23,0,1,0.758,16.55,0.14,0.0,20.05,55.7,14.97,0,0.227,0.0,0,0,9.24,1520,1046,30.12,48.0,37.25,19.92,21.59,8.4
showcase-008342,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-29T23:00,Wednesday,23,0,1,0.888,18.08,0.56,0.0,15.8,61.9,15.19,2,0.812,0.0,1,0,42.43,2140,1859,9.59,54.0,82.24,62.57,90.54,44.7
showcase-008343,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-29T23:00,Wednesday,23,0,1,0.858,18.41,0.04,0.0,11.77,40.3,14.94,0,0.332,0.0,0,0,8.23,1960,1694,32.76,52.0,37.0,18.31,20.06,9.57
showcase-008344,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-29T23:00,Wednesday,23,0,1,0.838,18.33,0.0,0.0,21.4,35.7,14.59,0,0.327,0.0,0,0,4.03,1880,1439,32.48,50.0,35.04,18.47,19.8,7.18
showcase-008345,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-29T23:00,Wednesday,23,0,1,0.788,16.1,0.11,0.0,12.3,60.3,14.03,1,0.497,0.0,0,0,13.84,1760,1294,27.92,46.0,39.31,21.49,24.91,15.91
showcase-008346,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-29T23:00,Wednesday,23,0,1,0.868,16.36,0.09,0.0,19.92,42.3,16.09,0,0.361,0.0,0,0,6.0,1940,1657,26.41,44.0,39.97,22.71,24.92,9.75
showcase-008347,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-01-29T23:00,Wednesday,23,0,1,0.718,17.82,0.01,0.0,20.48,53.0,15.64,1,0.381,0.0,0,0,11.97,1380,1007,34.69,57.0,39.15,17.3,19.58,13.21
showcase-008348,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-01-29T23:00,Wednesday,23,0,1,0.768,16.66,0.02,0.0,20.19,30.2,14.14,0,0.308,0.0,0,0,9.41,1490,1157,37.85,61.0,37.94,15.85,17.19,8.45
showcase-008349,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-01-29T23:00,Wednesday,23,0,1,0.818,16.66,2.0,0.0,26.17,63.7,12.56,1,0.503,0.0,0,0,14.16,2060,1679,23.46,58.0,59.55,25.58,32.31,26.32
showcase-008350,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-01-29T23:00,Wednesday,23,0,1,0.908,18.5,0.97,0.0,24.91,62.6,13.9,1,0.572,0.0,0,0,18.96,2240,2036,28.11,63.0,55.38,21.35,25.93,21.44
showcase-008351,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-01-29T23:00,Wednesday,23,0,1,0.798,17.82,1.54,0.0,17.33,40.7,13.42,1,0.457,0.0,0,0,17.68,1825,1320,26.7,55.0,51.46,22.47,27.49,22.35
showcase-008352,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-01-30T00:00,Thursday,0,0,1,0.717,17.44,0.0,0.0,19.42,37.8,14.62,0,0.275,0.0,0,0,6.49,1650,1205,30.89,42.0,26.45,19.42,21.02,8.23
showcase-008353,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-01-30T00:00,Thursday,0,0,1,0.647,18.6,1.05,0.0,15.23,53.6,13.31,0,0.411,0.0,0,0,11.53,1520,902,31.94,48.0,33.46,18.79,21.44,14.1
showcase-008354,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-01-30T00:00,Thursday,0,0,1,0.777,15.66,0.0,0.0,23.26,59.6,15.17,0,0.371,0.0,1,0,19.13,2140,1513,29.91,54.0,44.62,20.06,23.65,17.91
showcase-008355,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-01-30T00:00,Thursday,0,0,1,0.747,16.47,7.92,0.0,19.15,92.6,7.61,0,0.617,0.0,0,0,8.34,1960,1490,8.53,52.0,83.59,70.31,88.04,25.22
showcase-008356,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-01-30T00:00,Thursday,0,0,1,0.727,18.17,0.0,0.0,21.76,49.5,16.11,0,0.266,0.0,0,0,4.52,1880,1335,34.83,50.0,30.33,17.23,18.74,8.79
showcase-008357,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-01-30T00:00,Thursday,0,0,1,0.677,16.55,0.29,0.0,10.16,47.8,14.43,0,0.287,0.0,0,0,9.49,1760,1187,34.87,46.0,24.2,17.21,18.99,10.35
showcase-008358,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-01-30T00:00,Thursday,0,0,1,0.757,15.72,2.29,0.0,26.01,58.6,12.67,0,0.372,0.0,0,0,7.54,1940,1450,25.47,44.0,42.12,23.56,27.37,16.16
