year,quarter,source_airport,target_airport,distance_miles,passengers,average_fare,primary_carrier,primary_market_share,primary_carrier_fare,low_fare_carrier,low_fare_market_share,low_fare
2021,3,AVL,FLL,677,262,109.95,G4,0.8837,93.91,G4,0.8837,93.91
2021,3,AVL,MIA,677,25,244.18,AA,0.6953,242.52,AA,0.6953,242.52
2021,3,AVL,PIE,519,202,88.24,G4,1.0000,88.24,G4,1.0000,88.24
2021,3,AVL,TPA,519,42,222.04,AA,0.5681,200.21,AA,0.5681,200.21
2021,3,TUS,BWI,1976,82,281.12,WN,0.3710,241.54,WN,0.3710,241.54
2021,3,TUS,DCA,1976,92,294.24,AA,0.6490,296.57,AA,0.6490,296.57
2021,3,TUS,IAD,1976,46,301.84,UA,0.3697,333.12,WN,0.2133,249.37
2021,3,AZA,PIT,1814,19,60.14,G4,1.0000,60.14,G4,1.0000,60.14
2021,3,PHX,PIT,1814,342,267.41,WN,0.4846,264.40,WN,0.4846,264.40
2021,3,PHX,SEA,1107,2902,130.25,AS,0.4525,130.35,WN,0.2302,116.76
2021,3,PHX,BWI,1999,530,251.82,WN,0.8062,252.16,F9,0.0260,107.23
2021,3,PHX,DCA,1999,487,271.57,AA,0.7285,289.96,WN,0.1257,210.28
2021,3,PHX,IAD,1999,283,275.61,UA,0.7893,274.71,WN,0.0857,237.81
2021,3,PHX,STL,1262,618,215.22,WN,0.6344,216.83,WN,0.6344,216.83
2021,3,AZA,FSD,1081,126,82.96,G4,1.0000,82.96,G4,1.0000,82.96
2021,3,PHX,FSD,1081,116,189.38,AA,0.9056,188.14,F9,0.0187,76.50
2021,3,PHX,GEG,1020,432,193.77,AA,0.4327,203.51,DL,0.1019,169.92
2021,3,AZA,OAK,668,10,87.30,G4,1.0000,87.30,G4,1.0000,87.30
2021,3,PHX,OAK,668,768,130.19,WN,0.9554,131.44,F9,0.0318,69.78
2021,3,PHX,SFO,668,1026,135.50,WN,0.3305,119.52,WN,0.3305,119.52
2021,3,PHX,SJC,668,670,167.12,WN,0.7638,162.26,WN,0.7638,162.26
2021,3,PHX,SMF,647,989,136.71,WN,0.6975,136.65,WN,0.6975,136.65
2021,3,PHX,TPA,1788,466,233.59,AA,0.5625,241.21,WN,0.3401,214.35
2021,3,PHX,SAT,843,437,194.89,WN,0.5527,191.48,WN,0.5527,191.48
2021,3,AZA,SAN,324,13,80.56,G4,1.0000,80.56,G4,1.0000,80.56
2021,3,PHX,SAN,324,1215,151.74,WN,0.6223,153.06,WN,0.6223,153.06
2021,3,PHX,PDX,1009,1358,187.05,WN,0.3694,177.39,WN,0.3694,177.39
2021,3,PHX,RDU,1891,324,259.55,AA,0.4310,272.08,WN,0.3871,235.58
2021,3,PHX,RNO,601,474,173.72,WN,0.5912,166.56,WN,0.5912,166.56
2021,3,PHX,SLC,507,1397,112.26,DL,0.4075,113.19,AA,0.1866,110.62
2021,3,PHX,TUL,935,193,201.35,WN,0.6326,191.92,WN,0.6326,191.92
2021,3,BDL,PHX,2213,183,303.59,AA,0.3960,313.78,WN,0.2432,283.27
2021,3,BDL,BWI,326,153,167.29,WN,1.0000,167.29,WN,1.0000,167.29
2021,3,BDL,DCA,326,160,184.39,AA,0.9966,184.41,AA,0.9966,184.41
2021,3,BDL,IAD,326,130,173.56,UA,0.9950,173.62,UA,0.9950,173.62
2021,3,BDL,OAK,2625,21,285.98,WN,0.9115,285.73,DL,0.0469,251.67
2021,3,BDL,SFO,2625,272,293.61,B6,0.5356,253.65,B6,0.5356,253.65
2021,3,BDL,SJC,2625,30,354.91,WN,0.4250,304.53,WN,0.4250,304.53
2021,3,BDL,FLL,1194,521,136.65,B6,0.7209,146.40,NK,0.1793,77.08
2021,3,BDL,MIA,1194,478,140.94,AA,0.5919,149.23,B6,0.3503,127.53
2021,3,BDL,BUR,2527,11,334.11,WN,0.5510,259.90,WN,0.5510,259.90
2021,3,BDL,LAX,2527,463,253.67,B6,0.4987,230.67,B6,0.4987,230.67
2021,3,BDL,LGB,2527,10,199.70,WN,0.8132,183.72,WN,0.8132,183.72
2021,3,BDL,ONT,2527,30,336.33,AA,0.5125,301.35,AA,0.5125,301.35
2021,3,BDL,SNA,2527,56,353.89,AA,0.4073,330.89,WN,0.1467,262.34
2021,3,BDL,TPA,1111,585,183.24,B6,0.4455,181.06,B6,0.4455,181.06
2021,3,SEA,BWI,2335,521,258.97,AS,0.6588,261.99,WN,0.1495,242.23
2021,3,SEA,DCA,2335,564,260.19,AS,0.7626,257.59,WN,0.0258,229.36
2021,3,SEA,IAD,2335,782,252.70,AS,0.4700,238.77,AS,0.4700,238.77
2021,3,SEA,TPA,2520,650,222.37,AS,0.5544,210.41,AS,0.5544,210.41
2021,3,BHM,DAL,597,152,168.07,WN,0.9565,165.36,WN,0.9565,165.36
2021,3,BHM,DFW,597,214,190.83,AA,0.9371,188.68,AA,0.9371,188.68
2021,3,BHM,BWI,682,91,194.02,DL,0.4086,217.37,WN,0.3680,165.93
2021,3,BHM,DCA,682,130,231.66,AA,0.7483,227.33,AA,0.7483,227.33
2021,3,BHM,IAD,682,24,255.77,DL,0.6273,254.43,DL,0.6273,254.43
2021,3,BHM,MDW,583,112,169.54,WN,0.9255,166.23,WN,0.9255,166.23
2021,3,BHM,ORD,583,154,193.43,UA,0.4352,174.18,UA,0.4352,174.18
2021,3,BHM,HOU,570,50,185.34,WN,0.7457,178.70,WN,0.7457,178.70
2021,3,BHM,IAH,570,178,196.31,UA,0.8738,193.67,WN,0.0274,162.21
2021,3,BHM,EWR,902,67,245.25,DL,0.6046,256.54,AA,0.3464,222.24
2021,3,BHM,HPN,902,6,262.80,DL,0.5424,289.35,AA,0.4068,228.58
2021,3,BHM,ISP,902,5,230.38,AA,0.7083,260.12,WN,0.2917,158.14
2021,3,BHM,JFK,902,21,236.91,DL,0.5263,248.80,AA,0.4105,221.10
2021,3,BHM,LGA,902,151,242.99,DL,0.7287,256.26,AA,0.2352,207.57
2021,3,BHM,SWF,902,1,261.14,AA,1.0000,261.14,AA,1.0000,261.14
2021,3,BHM,FLL,661,67,186.97,DL,0.5480,207.53,WN,0.2325,152.33
2021,3,BHM,MIA,661,120,192.29,AA,0.8209,186.09,AA,0.8209,186.09
2021,3,BHM,BUR,1815,18,282.84,WN,0.4940,246.09,WN,0.4940,246.09
2021,3,BHM,LAX,1815,103,322.14,AA,0.3791,306.21,WN,0.1901,274.54
2021,3,BHM,LGB,1815,3,229.87,WN,0.7667,222.26,WN,0.7667,222.26
2021,3,BHM,ONT,1815,34,298.67,AA,0.4226,318.43,WN,0.3387,265.27
2021,3,BHM,SNA,1815,42,311.23,AA,0.4062,308.93,WN,0.2943,272.43
2021,3,BHM,TPA,459,176,150.04,WN,0.6868,133.36,WN,0.6868,133.36
2021,3,ELP,PHX,347,266,143.71,WN,0.6661,138.99,WN,0.6661,138.99
2021,3,ELP,BWI,1741,77,296.52,WN,0.4957,270.56,WN,0.4957,270.56
2021,3,ELP,DCA,1741,98,287.29,AA,0.5530,287.85,WN,0.2517,263.62
2021,3,ELP,IAD,1741,37,343.64,UA,0.4971,401.45,AA,0.3206,262.78
2021,3,ELP,HOU,677,234,171.16,WN,0.9632,170.35,WN,0.9632,170.35
2021,3,ELP,IAH,677,174,203.50,UA,0.8204,208.84,AA,0.1135,178.35
2021,3,ELP,EWR,1944,63,353.64,AA,0.4751,315.85,AA,0.4751,315.85
2021,3,ELP,HPN,1944,2,319.86,AA,0.3810,249.88,AA,0.3810,249.88
2021,3,ELP,ISP,1944,1,422.33,AA,0.5000,629.67,WN,0.5000,215.00
2021,3,ELP,JFK,1944,25,354.80,AA,0.5330,359.65,DL,0.4626,351.10
2021,3,ELP,LGA,1944,123,295.51,AA,0.5062,285.24,WN,0.2544,260.04
2021,3,ELP,BUR,715,23,185.26,WN,0.7371,181.90,WN,0.7371,181.90
2021,3,ELP,LAX,715,379,172.36,AA,0.5606,179.31,WN,0.4018,156.44
2021,3,ELP,LGB,715,17,184.79,WN,0.7806,170.19,WN,0.7806,170.19
2021,3,ELP,ONT,715,65,200.60,WN,0.6572,184.35,WN,0.6572,184.35
2021,3,ELP,SNA,715,42,202.39,WN,0.6062,187.32,WN,0.6062,187.32
2021,3,CAK,DFW,1023,12,314.34,AA,0.6847,318.86,UA,0.2703,308.10
2021,3,CLE,DAL,1023,49,230.66,WN,0.8527,229.77,WN,0.8527,229.77
2021,3,CLE,DFW,1023,424,246.35,AA,0.8214,258.82,NK,0.0636,101.44
2021,3,CAK,DEN,1224,10,258.09,AA,0.6484,268.54,UA,0.3297,234.86
2021,3,CLE,DEN,1224,751,194.76,UA,0.4317,234.41,F9,0.2085,105.37
2021,3,CAK,PHX,1754,18,276.46,AA,0.7337,295.20,UA,0.2604,226.94
2021,3,CLE,PHX,1754,503,196.84,F9,0.3423,109.40,F9,0.3423,109.40
2021,3,CAK,SEA,2055,14,325.45,UA,0.6466,340.38,AA,0.3383,301.14
2021,3,CLE,SEA,2055,233,293.86,UA,0.3142,314.20,WN,0.1452,264.61
2021,3,CAK,BNA,448,11,212.87,AA,0.7551,228.13,UA,0.2245,159.86
2021,3,CLE,BNA,448,323,164.05,WN,0.8015,162.90,G4,0.0532,75.38
2021,3,CAK,DCA,314,19,134.90,AA,0.9884,135.07,AA,0.9884,135.07
2021,3,CAK,IAD,314,14,136.48,UA,1.0000,136.48,UA,1.0000,136.48
2021,3,CLE,BWI,314,186,140.18,WN,0.9732,138.34,WN,0.9732,138.34
2021,3,CLE,DCA,314,118,155.64,AA,0.9347,153.67,AA,0.9347,153.67
2021,3,CLE,IAD,314,123,168.55,UA,0.9867,168.41,UA,0.9867,168.41
2021,3,CAK,STL,498,10,225.42,AA,0.6889,233.66,UA,0.3111,207.16
2021,3,CLE,STL,498,167,183.30,WN,0.7554,176.73,WN,0.7554,176.73
2021,3,CAK,MYR,557,23,127.57,AA,0.4481,171.28,NK,0.4481,75.40
2021,3,CLE,MYR,557,165,110.28,NK,0.4717,79.73,NK,0.4717,79.73
2021,3,CAK,HOU,1106,0,372.33,AA,1.0000,372.33,AA,1.0000,372.33
2021,3,CAK,IAH,1106,13,268.45,UA,0.5122,304.52,AA,0.4634,232.63
2021,3,CLE,HOU,1106,53,225.37,WN,0.7336,214.67,WN,0.7336,214.67
2021,3,CLE,IAH,1106,315,258.20,UA,0.7191,281.22,NK,0.0660,96.93
2021,3,CAK,MCO,895,56,122.68,NK,0.6934,72.59,NK,0.6934,72.59
2021,3,CLE,MCO,895,880,118.37,F9,0.3294,82.21,NK,0.1878,81.75
2021,3,CAK,MSP,657,7,209.91,UA,0.5373,220.83,AA,0.4627,197.22
2021,3,CLE,MSP,657,278,245.02,DL,0.8406,253.45,WN,0.0544,176.91
2021,3,CAK,EWR,459,1,321.43,UA,1.0000,321.43,UA,1.0000,321.43
2021,3,CAK,HPN,459,0,153.57,AA,1.0000,153.57,AA,1.0000,153.57
2021,3,CAK,JFK,459,0,610.00,AA,1.0000,610.00,AA,1.0000,610.00
2021,3,CAK,LGA,459,4,245.17,AA,1.0000,245.17,AA,1.0000,245.17
2021,3,CLE,EWR,459,380,193.10,UA,0.9917,191.71,UA,0.9917,191.71
2021,3,CLE,HPN,459,2,177.09,AA,0.8333,183.81,AA,0.8333,183.81
2021,3,CLE,ISP,459,8,177.22,WN,0.7600,149.66,WN,0.7600,149.66
2021,3,CLE,JFK,459,100,199.46,DL,0.9227,201.18,AA,0.0196,158.18
2021,3,CLE,LGA,459,460,185.22,DL,0.5871,199.75,AA,0.3973,163.36
2021,3,CLE,SWF,459,1,236.25,AA,1.0000,236.25,AA,1.0000,236.25
2021,3,CAK,RSW,1025,13,206.07,AA,0.6466,230.89,UA,0.3534,160.68
2021,3,CLE,RSW,1025,429,127.37,UA,0.4065,153.55,F9,0.3247,79.91
2021,3,CAK,LAS,1846,19,307.14,UA,0.4888,321.65,AA,0.4494,314.59
2021,3,CLE,LAS,1846,891,177.32,F9,0.3537,109.93,F9,0.3537,109.93
2021,3,CAK,OAK,2187,0,80.00,NK,1.0000,80.00,NK,1.0000,80.00
2021,3,CAK,SFO,2187,7,382.16,AA,0.4627,382.71,AA,0.4627,382.71
2021,3,CAK,SJC,2187,0,266.50,AA,0.5000,328.00,UA,0.5000,205.00
2021,3,CLE,OAK,2187,38,265.05,WN,0.7627,299.24,NK,0.1780,124.82
2021,3,CLE,SFO,2187,307,355.52,UA,0.7489,368.17,DL,0.1015,354.42
2021,3,CLE,SJC,2187,42,313.89,WN,0.5260,275.20,WN,0.5260,275.20
2021,3,CAK,FLL,1080,12,176.41,AA,0.7477,179.77,UA,0.2252,173.72
2021,3,CAK,MIA,1080,10,206.65,AA,0.7957,205.70,UA,0.1935,203.06
2021,3,CLE,FLL,1080,473,132.93,NK,0.3938,81.38,NK,0.3938,81.38
2021,3,CLE,MIA,1080,197,165.11,AA,0.6155,170.83,F9,0.1232,82.61
2021,3,CAK,BUR,2073,0,369.33,AA,1.0000,369.33,AA,1.0000,369.33
2021,3,CAK,LAX,2073,13,327.59,AA,0.6198,330.00,UA,0.3471,326.02
2021,3,CAK,LGB,2073,0,369.67,AA,1.0000,369.67,AA,1.0000,369.67
2021,3,CAK,ONT,2073,2,375.01,AA,1.0000,375.01,AA,1.0000,375.01
2021,3,CAK,SNA,2073,2,353.18,UA,0.8500,367.39,AA,0.1500,272.67
2021,3,CLE,BUR,2073,26,315.31,WN,0.5787,285.81,WN,0.5787,285.81
2021,3,CLE,LAX,2073,673,240.80,UA,0.4508,292.98,NK,0.3193,127.73
2021,3,CLE,LGB,2073,15,234.36,WN,0.8309,217.43,WN,0.8309,217.43
2021,3,CLE,ONT,2073,46,301.12,AA,0.3943,299.31,WN,0.3444,277.68
2021,3,CLE,SNA,2073,82,325.11,UA,0.3108,346.29,WN,0.2712,270.13
2021,3,CAK,TPA,932,26,204.48,AA,0.8536,209.31,UA,0.1381,175.68
2021,3,CLE,PIE,932,35,75.17,G4,1.0000,75.17,G4,1.0000,75.17
2021,3,CLE,TPA,932,491,119.02,F9,0.3513,87.05,NK,0.2538,83.68
2021,3,CAK,SAN,2045,10,374.36,AA,0.4891,311.87,AA,0.4891,311.87
2021,3,CLE,SAN,2045,199,301.27,UA,0.2810,340.90,WN,0.2674,279.54
2021,3,CAK,PHL,363,2,167.21,UA,0.7857,176.73,AA,0.2143,132.33
2021,3,CLE,PHL,363,198,216.76,AA,0.9290,218.24,UA,0.0352,179.51
2021,3,CAK,SRQ,967,16,178.80,AA,0.8231,178.26,AA,0.8231,178.26
2021,3,CLE,SRQ,967,161,133.65,F9,0.2765,81.42,F9,0.2765,81.42
2021,3,BNA,PHX,1449,707,230.34,WN,0.7142,225.53,WN,0.7142,225.53
2021,3,BNA,BWI,587,525,182.48,WN,0.9305,181.20,WN,0.9305,181.20
2021,3,BNA,DCA,587,600,172.70,WN,0.6039,162.24,WN,0.6039,162.24
2021,3,BNA,IAD,587,175,199.78,UA,0.8934,199.69,WN,0.0267,153.99
2021,3,BNA,EWR,803,729,174.41,UA,0.8666,181.18,NK,0.1049,97.05
2021,3,BNA,HPN,803,9,236.13,AA,0.5190,227.98,AA,0.5190,227.98
2021,3,BNA,ISP,803,105,184.16,WN,0.9917,183.80,WN,0.9917,183.80
2021,3,BNA,JFK,803,283,184.45,DL,0.5503,204.21,B6,0.3989,157.88
2021,3,BNA,LGA,803,1062,172.81,DL,0.3935,200.49,NK,0.1109,98.98
2021,3,BNA,SWF,803,1,230.72,AA,1.0000,230.72,AA,1.0000,230.72
2021,3,BNA,OAK,1969,220,255.51,WN,0.9339,257.74,NK,0.0178,102.25
2021,3,BNA,SFO,1969,261,295.86,UA,0.5736,299.80,WN,0.1360,244.65
2021,3,BNA,SJC,1969,192,239.09,WN,0.7534,238.93,AS,0.0465,185.54
2021,3,BNA,PIE,612,45,81.91,G4,1.0000,81.91,G4,1.0000,81.91
2021,3,BNA,TPA,612,551,172.38,WN,0.7936,166.79,WN,0.7936,166.79
2021,3,BOI,DAL,1282,47,176.77,WN,0.9562,176.35,WN,0.9562,176.35
2021,3,BOI,DFW,1282,197,195.54,AA,0.8127,193.15,AA,0.8127,193.15
2021,3,BOI,AZA,749,13,83.21,G4,1.0000,83.21,G4,1.0000,83.21
2021,3,BOI,PHX,749,415,129.66,WN,0.5311,127.49,AA,0.3995,124.84
2021,3,BOI,MDW,1448,42,175.03,WN,0.9793,173.98,WN,0.9793,173.98
2021,3,BOI,ORD,1448,195,211.59,UA,0.5767,220.01,AS,0.2153,183.27
2021,3,BOI,EWR,2167,46,329.44,UA,0.4573,388.71,DL,0.3626,284.14
2021,3,BOI,HPN,2167,2,319.75,UA,0.6000,366.63,DL,0.3333,218.60
2021,3,BOI,JFK,2167,96,200.71,B6,0.6870,151.94,B6,0.6870,151.94
2021,3,BOI,LGA,2167,37,283.09,DL,0.3982,296.49,WN,0.1003,216.59
2021,3,BOI,OAK,523,221,123.69,WN,0.9597,121.62,WN,0.9597,121.62
2021,3,BOI,SFO,523,249,132.77,UA,0.6523,142.12,AS,0.3163,109.10
2021,3,BOI,SJC,523,175,140.22,AS,0.4813,144.06,WN,0.4595,131.84
2021,3,BOI,BUR,688,65,151.28,WN,0.7383,145.32,WN,0.7383,145.32
2021,3,BOI,LAX,688,575,123.44,AS,0.5458,123.76,AS,0.5458,123.76
2021,3,BOI,LGB,688,34,122.43,WN,0.7581,109.54,WN,0.7581,109.54
2021,3,BOI,ONT,688,92,164.78,WN,0.5130,152.46,WN,0.5130,152.46
2021,3,BOI,SNA,688,254,136.61,WN,0.7300,132.01,G4,0.0680,76.75
2021,3,BOS,DAL,1562,59,250.53,WN,0.8404,248.96,WN,0.8404,248.96
2021,3,BOS,DFW,1562,1314,259.52,AA,0.7652,274.33,B6,0.1781,203.57
2021,3,MHT,DAL,1562,20,274.56,WN,1.0000,274.56,WN,1.0000,274.56
2021,3,MHT,DFW,1562,25,334.68,AA,0.9185,340.31,UA,0.0644,265.00
2021,3,PVD,DAL,1562,39,238.88,WN,0.9003,234.79,WN,0.9003,234.79
2021,3,PVD,DFW,1562,60,309.12,AA,0.6127,322.97,DL,0.2909,290.07
2021,3,BOS,PIT,496,523,210.18,DL,0.4497,191.52,DL,0.4497,191.52
2021,3,MHT,PIT,496,20,192.51,AA,0.5722,205.85,WN,0.3556,166.90
2021,3,PVD,PIT,496,32,229.99,AA,0.5920,247.41,WN,0.1940,188.03
2021,3,BOS,DEN,1754,1960,273.53,UA,0.4734,299.20,WN,0.2224,236.27
2021,3,MHT,DEN,1754,66,300.03,WN,0.6361,274.25,WN,0.6361,274.25
2021,3,PVD,DEN,1754,108,290.82,WN,0.3845,286.50,WN,0.3845,286.50
2021,3,BOS,PHX,2300,995,277.55,AA,0.5577,291.78,B6,0.2952,240.78
2021,3,MHT,PHX,2300,49,303.46,WN,0.5673,274.08,WN,0.5673,274.08
2021,3,PVD,PHX,2300,85,316.16,AA,0.3882,348.12,WN,0.3470,291.13
2021,3,BOS,SEA,2496,1483,303.52,DL,0.3738,294.72,DL,0.3738,294.72
2021,3,MHT,SEA,2496,17,329.41,AA,0.5096,331.29,AA,0.5096,331.29
2021,3,PVD,SEA,2496,48,352.78,AA,0.3348,366.36,WN,0.1765,326.78
2021,3,BOS,CAK,563,6,213.54,AA,0.6780,217.06,UA,0.2881,211.04
2021,3,BOS,CLE,563,564,177.60,B6,0.4678,174.01,DL,0.4331,173.74
2021,3,MHT,CAK,563,2,264.63,UA,0.7368,265.07,AA,0.2632,263.40
2021,3,MHT,CLE,563,17,209.36,WN,0.4605,196.57,WN,0.4605,196.57
2021,3,PVD,CAK,563,3,282.93,AA,0.7308,291.95,UA,0.2692,258.47
2021,3,PVD,CLE,563,24,236.67,AA,0.3779,263.70,WN,0.3088,181.73
2021,3,BOS,BNA,942,996,204.54,DL,0.3551,219.31,WN,0.3120,188.74
2021,3,MHT,BNA,942,38,248.91,WN,0.5156,218.70,WN,0.5156,218.70
2021,3,PVD,BNA,942,80,229.95,WN,0.4402,212.22,WN,0.4402,212.22
2021,3,BOS,BUF,395,209,191.61,B6,0.7930,187.51,B6,0.7930,187.51
2021,3,MHT,BUF,395,8,250.17,WN,0.4714,258.83,UA,0.1286,232.67
2021,3,PVD,BUF,395,11,253.17,AA,0.5556,249.11,DL,0.1313,233.15
2021,3,BOS,BZN,1991,188,290.51,B6,0.3358,316.87,AA,0.2382,239.32
2021,3,MHT,BZN,1991,9,289.87,AA,0.5647,269.73,AA,0.5647,269.73
2021,3,PVD,BZN,1991,12,310.69,AA,0.4107,302.00,AA,0.4107,302.00
2021,3,BOS,BWI,418,631,176.19,WN,0.9909,175.84,WN,0.9909,175.84
2021,3,BOS,DCA,418,1945,166.98,AA,0.4724,174.14,DL,0.1992,154.66
2021,3,BOS,IAD,418,330,188.15,UA,0.9845,188.08,UA,0.9845,188.08
2021,3,MHT,BWI,418,239,171.93,WN,0.9932,171.56,WN,0.9932,171.56
2021,3,MHT,DCA,418,109,202.80,AA,0.9870,202.80,AA,0.9870,202.80
2021,3,MHT,IAD,418,63,199.21,UA,0.9810,199.99,UA,0.9810,199.99
2021,3,PVD,BWI,418,227,190.03,WN,0.9995,189.99,WN,0.9995,189.99
2021,3,PVD,DCA,418,183,225.09,AA,0.9947,225.43,AA,0.9947,225.43
2021,3,PVD,IAD,418,58,240.61,UA,0.9869,239.70,UA,0.9869,239.70
2021,3,BOS,MDW,867,422,187.32,WN,0.9742,187.87,DL,0.0227,165.81
2021,3,BOS,ORD,867,2433,198.46,UA,0.3256,216.68,B6,0.1752,173.58
2021,3,MHT,MDW,867,97,203.15,WN,1.0000,203.15,WN,1.0000,203.15
2021,3,MHT,ORD,867,83,263.33,AA,0.9215,266.07,WN,0.0510,233.36
2021,3,PVD,MDW,867,110,212.59,WN,0.9793,212.43,WN,0.9793,212.43
2021,3,PVD,ORD,867,214,265.31,AA,0.7011,270.10,UA,0.2374,255.01
2021,3,BOS,CHS,836,544,194.16,B6,0.4911,192.14,B6,0.4911,192.14
2021,3,MHT,CHS,836,25,199.17,WN,0.5628,183.75,UA,0.1039,165.06
2021,3,PVD,CHS,836,48,233.33,AA,0.4205,236.65,WN,0.2864,218.07
2021,3,BOS,CLT,737,1086,183.10,AA,0.7473,186.38,B6,0.2226,166.35
2021,3,MHT,CLT,737,121,226.59,AA,0.9108,230.17,UA,0.0216,182.08
2021,3,PVD,CLT,737,209,228.08,AA,0.9006,232.18,F9,0.0135,59.04
2021,3,BOS,CMH,640,362,218.12,DL,0.6658,231.13,AA,0.2538,184.69
2021,3,MHT,CMH,640,27,224.29,WN,0.5410,201.24,WN,0.5410,201.24
2021,3,PVD,CMH,640,37,255.86,AA,0.3947,272.42,WN,0.3412,212.65
2021,3,BOS,STL,1047,379,262.23,WN,0.6727,261.42,AA,0.1694,253.62
2021,3,MHT,STL,1047,36,274.57,WN,0.5957,269.15,WN,0.5957,269.15
2021,3,PVD,STL,1047,49,248.67,WN,0.4600,237.05,WN,0.4600,237.05
2021,3,BOS,MYR,756,302,121.82,NK,0.7212,89.44,NK,0.7212,89.44
2021,3,MHT,MYR,756,26,205.29,WN,0.4896,185.90,WN,0.4896,185.90
2021,3,PVD,MYR,756,46,165.42,AA,0.3222,209.39,F9,0.3103,72.10
2021,3,BOS,JAX,1028,571,176.19,B6,0.4977,167.15,B6,0.4977,167.15
2021,3,MHT,JAX,1028,28,220.05,WN,0.5257,204.76,WN,0.5257,204.76
2021,3,PVD,JAX,1028,57,216.87,AA,0.4583,242.35,WN,0.2803,191.22
2021,3,BOS,DTW,632,970,190.58,DL,0.7583,195.24,B6,0.1950,170.76
2021,3,MHT,DTW,632,20,220.95,AA,0.6000,232.17,WN,0.3278,200.51
2021,3,PVD,DTW,632,108,242.01,DL,0.8960,243.47,WN,0.0374,207.27
2021,3,BOS,HOU,1609,77,254.75,WN,0.7333,245.27,WN,0.7333,245.27
2021,3,BOS,IAH,1609,856,269.94,UA,0.6961,287.62,B6,0.1589,224.77
2021,3,MHT,HOU,1609,17,278.83,WN,0.9874,278.12,WN,0.9874,278.12
2021,3,MHT,IAH,1609,16,302.40,AA,0.5455,298.37,WN,0.1189,244.76
2021,3,PVD,HOU,1609,38,264.67,WN,0.8473,251.47,WN,0.8473,251.47
2021,3,PVD,IAH,1609,41,306.38,AA,0.4000,288.66,DL,0.2526,285.49
2021,3,BOS,MCO,1142,2730,168.27,B6,0.4080,191.33,NK,0.1267,96.95
2021,3,MHT,MCO,1142,263,203.43,WN,0.9272,197.88,WN,0.9272,197.88
2021,3,PVD,MCO,1142,848,174.34,WN,0.5296,191.13,F9,0.1360,97.88
2021,3,BOS,MSP,1124,1277,211.60,DL,0.6584,236.42,SY,0.1863,130.56
2021,3,MHT,MSP,1124,24,239.91,WN,0.6221,215.82,WN,0.6221,215.82
2021,3,PVD,MSP,1124,148,164.69,SY,0.5437,112.02,SY,0.5437,112.02
2021,3,BOS,EWR,200,558,153.93,UA,0.7384,163.35,B6,0.1758,147.10
2021,3,BOS,HPN,200,0,491.50,B6,1.0000,491.50,B6,1.0000,491.50
2021,3,BOS,ISP,200,1,243.00,AA,1.0000,243.00,AA,1.0000,243.00
2021,3,BOS,JFK,200,228,208.88,B6,0.4704,186.92,B6,0.4704,186.92
2021,3,BOS,LGA,200,512,185.95,DL,0.5657,197.54,AA,0.4024,172.90
2021,3,MHT,ISP,200,0,260.20,AA,1.0000,260.20,AA,1.0000,260.20
2021,3,PVD,EWR,200,6,280.35,UA,1.0000,280.35,UA,1.0000,280.35
2021,3,BOS,RSW,1271,728,212.25,B6,0.7228,210.53,AA,0.1053,205.76
2021,3,MHT,RSW,1271,42,210.22,WN,0.5221,199.69,WN,0.5221,199.69
2021,3,PVD,RSW,1271,100,208.41,WN,0.4978,193.86,WN,0.4978,193.86
2021,3,BOS,LAS,2381,1127,291.01,B6,0.5339,309.57,DL,0.2724,307.56
2021,3,MHT,LAS,2381,37,298.79,WN,0.6549,264.14,WN,0.6549,264.14
2021,3,PVD,LAS,2381,75,296.19,WN,0.3718,284.22,WN,0.3718,284.22
2021,3,BOS,IND,818,438,197.23,DL,0.5222,214.93,AA,0.3530,186.80
2021,3,MHT,IND,818,26,253.09,AA,0.5041,265.73,WN,0.4380,239.97
2021,3,PVD,IND,818,42,257.85,AA,0.4066,269.38,WN,0.1714,198.26
2021,3,BOS,OAK,2704,51,316.65,WN,0.5494,319.14,WN,0.5494,319.14
2021,3,BOS,SFO,2704,2355,397.02,B6,0.4795,419.18,UA,0.3009,411.61
2021,3,BOS,SJC,2704,293,308.50,B6,0.6287,317.16,DL,0.1461,288.81
2021,3,MHT,OAK,2704,8,326.17,WN,1.0000,326.17,WN,1.0000,326.17
2021,3,MHT,SFO,2704,10,405.26,AA,0.5506,378.59,AA,0.5506,378.59
2021,3,MHT,SJC,2704,5,393.34,WN,0.7551,363.35,WN,0.7551,363.35
2021,3,PVD,OAK,2704,12,342.96,WN,0.9259,340.72,WN,0.9259,340.72
2021,3,PVD,SFO,2704,57,392.13,DL,0.2958,350.00,SY,0.1317,297.81
2021,3,PVD,SJC,2704,8,341.45,WN,0.5479,349.51,DL,0.2603,275.53
2021,3,BOS,FLL,1283,1685,141.39,B6,0.4704,147.28,DL,0.2163,144.45
2021,3,BOS,MIA,1283,1693,146.92,B6,0.3806,127.02,B6,0.3806,127.02
2021,3,MHT,FLL,1283,26,187.66,WN,0.6102,173.84,WN,0.6102,173.84
2021,3,MHT,MIA,1283,12,226.56,AA,0.5413,230.39,WN,0.4128,205.07
2021,3,PVD,FLL,1283,195,180.94,B6,0.5751,158.91,B6,0.5751,158.91
2021,3,PVD,MIA,1283,68,160.59,F9,0.5361,90.21,F9,0.5361,90.21
